date,application_lag1,application_lag2,corp_domestic_applications,corp_domestic_registrations,loan_avg,loan_avg_lag1,loan_avg_lag2,manufacturing_productivity,registration_lag1,registration_lag2,regular_avg_wage,rnd_total,rnd_total_by_industry_app_sw,rnd_total_by_industry_consulting,rnd_total_by_industry_embedded_sw,rnd_total_by_industry_info_svc,rnd_total_by_industry_programming_svc,rnd_total_by_industry_system_sw,rnd_total_by_industry_virtual_asset,rnd_total_lag1,rnd_total_lag1_x,rnd_total_lag1_y,rnd_total_lag2,rnd_total_lag2_x,rnd_total_lag2_y,service_productivity,application_lag1_decomposed,application_lag2_decomposed,corp_domestic_applications_decomposed,corp_domestic_registrations_decomposed,loan_avg_decomposed,loan_avg_lag1_decomposed,loan_avg_lag2_decomposed,manufacturing_productivity_decomposed,registration_lag1_decomposed,registration_lag2_decomposed,regular_avg_wage_decomposed,rnd_total_decomposed,rnd_total_by_industry_app_sw_decomposed,rnd_total_by_industry_consulting_decomposed,rnd_total_by_industry_embedded_sw_decomposed,rnd_total_by_industry_info_svc_decomposed,rnd_total_by_industry_programming_svc_decomposed,rnd_total_by_industry_system_sw_decomposed,rnd_total_by_industry_virtual_asset_decomposed,rnd_total_lag1_decomposed,rnd_total_lag1_x_decomposed,rnd_total_lag1_y_decomposed,rnd_total_lag2_decomposed,rnd_total_lag2_x_decomposed,rnd_total_lag2_y_decomposed,service_productivity_decomposed
1995-11-01,118521.59853480254,115290.87430308558,119845.364287596,67343.36682792127,12.016858624713613,11.90483336131408,9.469419570056399,178.4024158531085,66230.01037447897,64618.766199804195,257.4446551182393,4935879.961843435,27901.320497444274,867.0395175673748,90.0040124399546,1266.4846408817436,6890.48442024866,34577.01539067594,-0.030479780278946475,4935879.932876134,80490.94327327437,7771841.238617561,4935880.0180883575,40295.332998465885,7721314.659660327,33.743933909564696,118525.87206873445,115305.41230652468,119865.90068748296,67351.30825103057,11.943609120262572,11.830319236505984,9.54046049799108,178.87731963330094,66214.97811746798,64629.709797770374,257.412652905732,4970030.619415044,27799.952814962002,866.6599094257764,88.74062732790301,1285.7635913314652,6796.756380242547,34661.27369659034,2.3053188471708435,4849114.211538981,81360.0670606972,7776517.213199004,5098220.243621507,39700.70355049738,7726591.429794002,33.74112183390485
1995-12-01,118520.34287436299,115291.17707995986,119850.25666443932,67345.36846588198,11.988921508628268,11.908865615733351,9.63942986827805,179.71741765086753,66229.51984276544,64618.88013509532,257.45418657759393,4935879.955936265,27901.309130192367,867.0225316878899,90.00242496299677,1266.4912372261404,6890.49306129026,34577.00878430304,-0.013561919535669369,4935879.921903058,80490.96112950631,7771841.203931316,4935880.021045352,40295.3402951144,7721314.606971022,33.73292847582838,118526.73522829893,115315.72276617274,119882.71458438349,67357.8674829959,11.916237679390415,11.835353944235312,9.714361763845593,179.7662192855605,66199.84920737907,64637.15878339389,257.3743660196985,5022687.3319747755,27646.318864036293,866.0570382122137,86.85227290411268,1312.7637748306968,6661.366933224904,34777.74872213767,5.894234492460269,4722768.983431017,82613.58723776661,7782863.111768438,5277505.407163519,38850.70868209728,7734092.804592909,33.72650663637792
1996-01-01,118519.0,115291.5,119855.5,67347.5,11.21,11.21,11.21,180.6,66229.0,64619.0,257.675,4935880.0,27901.3,867.0,90.0,1266.5,6890.5,34577.0,0.0,4935880.0,80491.0,7771841.5,4935880.0,40295.35,7721315.0,33.75,118530.26714977545,115330.07637483053,119906.07753707358,67367.22494349422,11.885247988418163,11.834432147251066,9.865121729405766,180.97972983132385,66184.42249425495,64647.80878489414,257.3647247116146,5086057.756084081,27462.784658601435,865.3367706489091,84.5699611437055,1345.654863456987,6497.811433563426,34919.010217869756,10.25876655446493,4569870.576783012,84126.34259059084,7790637.638299858,5485927.47279562,37823.37666813132,7743192.567048222,33.71374033775398
1996-02-01,118517.63271219998,115291.83046907025,119860.81756338348,67349.68770700962,11.925454875628796,11.909332688891407,9.967369130801156,182.50991807417336,66228.46166253432,64619.12580854218,257.48862856351565,4935879.9456999805,27901.287210491646,866.9896665204061,89.9993495148182,1266.5040003345941,6890.509723961586,34576.99600169004,0.019060788227166076,4935879.902735781,80490.99585479568,7771841.145369434,4935880.026210497,40295.35441336939,7721314.515667938,33.71194496416042,118519.41372438832,115287.71192868422,119853.36870653252,67346.13140634146,11.85051898803577,11.83370646237998,10.026385941736034,182.15462554355707,66239.48716827546,64617.15120687354,257.61490397344346,4923848.886949546,27937.224923950787,867.0148806886511,90.40879237816539,1260.2638654594066,6921.828149672868,34547.91958849488,-1.1907205752710737,4964807.526120708,80194.76754467578,7770274.553295197,4854634.474520264,40497.66861490653,7719591.086103197,33.72554653370728
1996-03-01,118516.41718685876,115292.12345696347,119865.55497357585,67351.62437024948,11.893203970219101,11.90600484511586,10.11015731685969,183.73880836476474,66227.98736924189,64619.2358632002,257.5105550515517,4935879.941788416,27901.27767084745,866.9753102591517,89.99800422200985,1266.509575628613,6890.516975689847,34576.99041782789,0.03325830983817939,4935879.895332691,80491.01110766258,7771841.123787946,4935880.028205462,40295.360580699555,7721314.480778553,33.70292881486969,118512.33250613084,115280.17810421014,119849.53852791544,67345.81763085345,11.81894349117762,11.832718978304758,10.180163768818455,183.0122043813467,66237.52216158263,64609.95586578284,257.61217969280386,4919275.807925919,27951.61161023952,867.1570308772054,90.64445458834261,1256.0028084809876,6939.791343602624,34530.39819238209,-1.1713133052414633,4981130.759810852,80032.87815090435,7769231.639481303,4834884.08363207,40612.05179145871,7718501.505588343,33.715714477320866
1996-04-01,118515.2294740656,115292.40968346558,119870.18471654186,67353.51621655413,11.85698227389423,11.900014147743391,10.255483835240248,184.91846203474356,66227.52421480307,64619.34327689619,257.53737927201297,4935879.938199246,27901.267965631996,866.9606660911725,89.99663059198643,1266.5152627863094,6890.524353271931,34576.984721895235,0.047702125584397556,4935879.888476165,80491.02672766431,7771841.104627741,4935880.03005314,40295.36687182237,7721314.448764763,33.69384240708733,118512.628548644,115280.71696004516,119852.53293797687,67346.9986393625,11.783724121769948,11.827503420901555,10.325745825445882,183.75993860913178,66239.92368865042,64610.42859574424,257.64223536216366,4909950.901913166,27979.032415149046,867.2667145378257,90.96534883323953,1251.6814877900063,6962.58429834301,34511.94130422016,-1.6856925288462876,5002398.77384681,79822.54593854403,7768255.943138429,4807239.42063104,40752.97278740356,7717259.668685128,33.70681131870977
1996-05-01,118514.2442781148,115292.64703197208,119874.02597581943,67355.08484343548,11.82025500639358,11.891870602963662,10.389050069049402,185.8705194369724,66227.1403982362,64619.43221872326,257.56615092453933,4935879.935289932,27901.259050421108,866.9471749954162,89.99536375789906,1266.5205021954087,6890.531130310689,34576.979474367,0.06097009421882079,4935879.882848978,80491.04117927098,7771841.089797528,4935880.03156954,40295.37266769699,7721314.4228149885,33.68558348245066,118510.36196351124,115278.42715387607,119851.41881025642,67346.37896838393,11.74737434546013,11.820409854594388,10.464093851190109,184.3280401357382,66240.85465450965,64608.5867688073,257.66416862645576,4900848.865338533,28004.91099771124,867.3686304325339,91.29303635313154,1246.8724245018625,6986.188415062477,34491.670901900376,-2.258568474217158,5024551.16889664,79605.46095170484,7767104.527814111,4779623.726635999,40900.644029385076,7715930.163796819,33.69840567739845
1996-06-01,118513.45334199347,115292.83747514892,119877.11115597594,67356.34325643105,11.780620589885983,11.881082014118036,10.519886035157906,186.59748550880207,66226.832784307,64619.50339898955,257.59824071960503,4935879.932846949,27901.250322986132,866.9339268176178,89.99411829559382,1266.5256473222764,6890.537764600031,34576.97432123012,0.07395847993152735,4935879.878042273,80491.05543566002,7771841.078166373,4935880.032864837,40295.37835932909,7721314.401024686,33.67759270428183,118511.04331193364,115278.61453563765,119852.69530374814,67346.8401935679,11.708657292943235,11.810280756949105,10.594825665652603,184.6627126725809,66243.560159256,64608.89903376022,257.70003927287087,4890318.705115815,28035.573663858573,867.473019449528,91.65511255208408,1241.9659284817676,7011.834317155807,34470.55227886455,-2.9355838325083465,5048554.057491181,79368.08730177357,7765984.158210709,4748671.788606541,41060.0816074944,7714534.543219379,33.690614205752745
1996-07-01,118512.9626601843,115292.9554682575,119879.02710207875,67357.12261508986,11.7406809836433,11.868392956458754,10.639670931931782,186.9941015807187,66226.64271116024,64619.54722953227,257.6310543642725,4935879.931009176,27901.24233884323,866.9217659908066,89.9929736303609,1266.5303702171846,6890.543833856327,34576.96959094589,0.08584055340144808,4935879.874333894,80491.06858638485,7771841.0703484975,4935880.03386416,40295.38358393331,7721314.38463259,33.67037723889796,118509.30265380413,115276.00744111689,119849.4153232284,67345.32450496904,11.715934216261688,11.804868240919374,10.665918667725638,184.74161041567743,66244.78180060523,64606.923652862,257.7105848520578,4880542.811431707,28063.209310080278,867.5725514345418,92.0067494339027,1236.8271204225289,7036.993433189318,34448.74248935543,-3.6297696536088635,5072214.793247662,79136.00927536745,7764749.384559638,4719177.3496179385,41218.093872563506,7713121.98776733,33.687311239093454
1996-08-01,118512.79694328387,115292.99502693725,119879.67786448364,67357.38330706792,11.697820453918224,11.853008199135203,10.756516020439422,187.02584316805246,66226.57995978967,64619.561413240604,257.6662320351585,4935879.929634525,27901.23455783495,866.9098710453144,89.9918524826366,1266.5349899122195,6890.5497486879985,34576.964963984225,0.09742018580769432,4935879.871442905,80491.08151789742,7771841.0656804545,4935880.034643215,40295.38869443066,7721314.3723713355,33.66344731357142,118512.80835862014,115284.36110379474,119859.42357648043,67349.24588358734,11.71870517372621,11.794646652295896,10.718357579243948,184.47356264314834,66237.28380421446,64613.29181964085,257.65835740797087,4890599.609788323,28032.3576914764,867.4483596736234,91.61755761794853,1243.4324353432662,7006.25965130588,34478.11162233784,-2.9367004463888544,5044121.822434126,79421.71997904713,7766425.911902055,4800933.768982307,41020.10436553555,7714894.886685872,33.67511120779813
1996-09-01,118513.03650685151,115292.93679017093,119878.7504443796,67356.99735440307,11.653391937479423,11.835364990427475,10.8664424813034,186.61132646457403,66226.67587768545,64619.5386744249,257.7021443942226,4935879.928772961,27901.227245781876,866.898647421929,89.9907930345357,1266.5393489457579,6890.5553070279575,34576.960598053556,0.10830178233924513,4935879.869474085,80491.09379095698,7771841.064334157,4935880.035173767,40295.39351663176,7721314.36468658,33.6570431826681,118516.15916780637,115290.54731834453,119865.30162356576,67351.50062850348,11.675321089214181,11.777507246911012,10.826922164924355,183.7110801916836,66232.4409753538,64618.128574896335,257.6705486724137,4905202.948495962,27989.451333745514,867.2647512312883,91.07302964037244,1251.7287296121535,6966.2188614096585,34513.994885937864,-1.9426069138468645,5006945.751833843,79792.20628347524,7768438.665936996,4863329.173866563,40766.4949500611,7717158.854580352,33.66646245644398
1996-10-01,118513.70979392038,115292.77391394414,119876.13383717879,67355.91954426428,11.608949060341955,11.816189641591981,10.966357021889419,185.72628501032852,66226.94150399252,64619.47646317116,257.7370680694534,4935879.928408776,27901.220608482286,866.8884146377981,89.98982557113487,1266.5433232186792,6890.5603524371,34576.95661745259,0.11817909096612811,4935879.868414182,80491.10505059932,7771841.066056363,4935880.035459388,40295.39791324682,7721314.36143823,33.651337803244864,118517.66802709016,115295.86577560539,119868.8450969337,67352.66864755086,11.631222813290892,11.758944532842497,10.929290857329404,182.47948179425578,66223.75984550366,64622.076862515234,257.667355275256,4931195.132214819,27912.831252129745,866.9603951631525,90.13700360820425,1265.2059265356195,6898.625611506101,34572.47297804984,-0.2003880468516653,4944080.446361344,80418.61641224846,7771611.298442879,4960413.39395193,40341.47921888255,7720904.942113208,33.657965800849674
1996-11-01,118514.91911301238,115292.48168927403,119871.42992301687,67353.98645305441,11.561575870698853,11.794254502366368,11.063046212853362,184.25075048556872,66227.41699966826,64619.36541291549,257.7727839061719,4935879.928498121,27901.214195568245,866.8784797594318,89.98888462632591,1266.547181854936,6890.565227267364,34576.952752630066,0.12772233187791854,4935879.868158821,80491.11605720426,7771841.070819626,4935880.035528202,40295.402181997546,7721314.362235164,33.64594207497142,118522.9220460084,115306.12063523945,119877.43295262022,67355.98482092554,11.585141927473785,11.737751011860821,11.024877550274098,180.74782634493357,66213.84057989696,64629.97107218954,257.670190019956,4970030.58627363,27799.8538193454,866.5101149044051,88.72656177128222,1285.8217655961914,6796.831633331706,34661.21543218669,2.4526480782864906,4849114.1477006255,81360.22751135485,7776517.0415083105,5098220.260824491,39700.76790330226,7726591.134187519,33.64955073798526
1996-12-01,118516.64140988671,115292.06571128312,119864.72806917524,67351.23514381966,11.514373603508147,11.771023280285451,11.150392270312507,182.221561033464,66228.09317965707,64619.20769230301,257.80646367326943,4935879.929016499,27901.208413232,866.8694734586056,89.98802997910893,1266.5506799041966,6890.56962274861,34576.94924893025,0.13632704316005814,4935879.868692213,80491.12610998868,7771841.078180469,4935880.035384464,40295.406051897364,7721314.36685888,33.64119574159099,118526.35543816487,115315.81080380999,119884.23930481706,67358.44210473081,11.538326214726519,11.715153001844296,11.114566185079111,178.50081323369918,66199.71842292485,64637.185699148664,257.6565109594595,5022687.305362263,27646.225557413447,865.9153738696843,86.83895407831095,1312.8187923227354,6661.437861635666,34777.69361896909,6.033095659668348,4722768.931284858,82613.73973450159,7782862.982794898,5277505.421215722,38850.769543474016,7734092.567221315,33.6413064354231
1997-01-01,118519.0,115291.5,119855.5,67347.5,11.83,11.21,11.21,180.6,66229.0,64619.0,257.675,4935880.0,27901.3,867.0,90.0,1266.5,6890.5,34577.0,0.0,4935880.0,80491.0,7771841.5,4935880.0,40295.35,7721315.0,33.75,118532.78054110473,115329.466326311,119896.33542589431,67363.18332972881,11.48844594047219,11.68719851727414,11.182603317264162,176.05488922875801,66185.42427838637,64647.57219337487,257.66506239705706,5086057.735769832,27462.696947397824,865.2031087914129,84.5573775383789,1345.706773748363,6497.878108430892,34918.95822629974,10.389298962911443,4569870.535931681,84126.48724921948,7790637.55036804,5485927.483804123,37823.434092899086,7743192.385854341,33.63480722651702
1997-02-01,118522.0935706445,115290.74938348882,119843.50602701025,67342.52986917569,11.412780964969974,11.716971263103314,11.312013748131385,175.94022710870573,66230.23121472106,64618.70948237439,257.8711057728636,4935879.931355141,27901.197751964304,866.8527124966287,89.98643417799398,1266.5571900766774,6890.577726949727,34576.942728105874,0.15219162815674342,4935879.872091433,80491.14505868411,7771841.101394605,4935880.0344684515,40295.413254311265,7721314.387718572,33.63283300271743,118524.98677445676,115286.36378583241,119831.70940018176,67337.209104263,11.435379917936979,11.660040037188159,11.26263415258584,173.13195956515045,66241.68594988028,64616.63627259029,257.927020812211,4923848.872702975,27937.142714613336,866.8890936515852,90.39693248560197,1260.3127181108086,6921.890642115859,34547.8706588983,-1.0683776523231385,4964807.496166932,80194.90448098796,7770274.504730056,4854634.482592124,40497.72265787199,7719590.959030325,33.6527767306959
1997-03-01,118525.1951213813,115290.0007560068,119831.43113347526,67337.57919394707,11.365196531173687,11.689980005353913,11.376875264533524,172.23648969642886,66231.44658340364,64618.42645514129,257.89715496275227,4935879.932937185,27901.193492926086,866.8459425790041,89.98578712282347,1266.5598196992203,6890.58096445764,34576.94009411662,0.15852909626295741,4935879.87458272,80491.15282589842,7771841.11516626,4935880.033797107,40295.416163639835,7721314.401829716,33.629680077598074,118520.94883548065,115278.09602080462,119816.0232252068,67332.04217302184,11.386029907364106,11.63322934678129,11.336692135035856,169.54709148805676,66240.91061709482,64609.16448638353,257.9295584391811,4919275.799512719,27951.534807702883,867.0389889323114,90.63330671481123,1256.0486538542355,6939.849725889563,34530.35227433162,-1.0570183432438796,4981130.740350938,80033.00748256165,7769231.62858072,4834884.088876074,40612.10250831444,7718501.430546535,33.64900252346148
1997-04-01,118528.74464697618,115289.14417144474,119817.60999052372,67331.91462338582,11.311336764320442,11.658288296996751,11.4429461538952,167.65813745163013,66232.83672693782,64618.10289182982,257.9230168854524,4935879.935045522,27901.189170880334,866.8390139483729,89.98512294783623,1266.562511048236,6890.5842498485945,34576.93739824825,0.16496013993733014,4935879.87799202,80491.16086413413,7771841.132618783,4935880.0328783775,40295.41914133272,7721314.42063515,33.62663096572418,118524.06150341532,115277.95586662581,119808.04118036825,67328.73327640293,11.333589334555155,11.602790204284394,11.40404313179168,165.62783343621422,66244.41201453147,64609.38189715908,257.95846535080875,4909950.899102857,27978.960925902284,867.1562900779713,90.95490147620716,1251.7243754234769,6962.638641560681,34511.89834811299,-1.5793063172736015,5002398.764483661,79822.6677812843,7768255.968228122,4807239.423154194,40753.02023293153,7717259.643618617,33.64605347925308
1997-05-01,118532.02474208153,115288.35283454969,119804.83502439673,67326.68147841551,11.258080678241184,11.62585685337881,11.501260096705021,162.86868872381163,66234.12035301795,64617.80433863253,257.94455220495644,4935879.937424506,27901.18537441013,866.832865705066,89.98453152717549,1266.5648993466107,6890.587135711914,34576.935005886655,0.17060895584257726,4935879.881911231,80491.16809070064,7771841.151581684,4935880.031822239,40295.421783808095,7721314.441854654,33.62411389655542,118524.14178553136,115275.10068916666,119797.77620128184,67324.37511005231,11.280571537693723,11.571072536332558,11.465648541117261,161.43661748005167,66246.25767297535,64607.32811479834,257.97284067952603,4900848.86790069,28004.844728264827,867.2656958797929,91.28327801269704,1246.912403922595,6986.238790281383,34491.630858145065,-2.1599518344269257,5024551.169233255,79605.57542123944,7767104.587220181,4779623.726545287,40900.68825835471,7715930.186650307,33.64349824134976
1997-06-01,118534.96497155164,115287.64382408139,119793.37944620295,67321.99261152968,11.201924773866159,11.590574284585566,11.555830290433777,157.67623817310331,66235.26953859451,64617.53737170469,257.96264920953683,4935879.940213169,27901.18184253616,866.8270772183147,89.98397246424899,1266.5671479866596,6890.589820429815,34576.93275336318,0.17586386465349854,4935879.886567921,80491.17499710596,7771841.173176895,4935880.030567367,40295.424271845026,7721314.466728305,33.62195232377846,118526.43718663424,115274.89986485528,119792.75115425696,67322.26926582378,11.225739524122849,11.536918687147503,11.521125852316167,157.06270983575027,66249.58949068798,64607.49585103755,257.99474565203894,4890318.712820062,28035.512520743705,867.3774472542382,91.6460317308934,1242.0030492058288,7011.880795430696,34470.51509788061,-2.8445976167126505,5048554.067130646,79368.19451378824,7765984.250259632,4748671.786008922,41060.12267466301,7714534.611938032,33.64145348510571
